case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,Pickup,,,,,
,77047,,,,,,
10100393055,1407 LAKE ,New Move In ,SW_Not_Ove,FRIDAY,SWFR122,SW,1
0,"CITY, ",Service,rdue,,,,
,HOUSTON ,,,,,,
,77047,,,,,,
10100393192,12106,Container ,SW_Not_Ove,FRIDAY,SWFR122,SW,1
8,"PASEO, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77047,,,,,,
10100393040,12618,SWM ,SW_Overdue,FRIDAY,SWFR122,SW,1
0,"CHISWICK, ",Escalation,,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77047,,,,,,
10100392937,15103,Recycling ,SE_Not_Over,THURSDAY,SETH105B,SE,1
3,WOODHORN,Cart Repair ,due,,,,
,", HOUSTON ",or Replace,,,,,
,77062,,,,,,
10100392745,1022,Container ,SE_Not_Over,THURSDAY,SETH107B,SE,1
0,WOODHORN,Problem,due,,,,
,", HOUSTON ",,,,,,
,77062,,,,,,
10100392745,1022,Recycling ,SE_Not_Over,THURSDAY,SETH107B,SE,1
2,WOODHORN,Cart Repair ,due,,,,
,", HOUSTON ",or Replace,,,,,
,77062,,,,,,
10100391955,15019 SUN ,Missed Heavy ,SE_Overdue,THURSDAY,SETH107B,SE,1
1,"HARBOR, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77062,,,,,,
10100392928,12418,SWM ,SW_Overdue,MONDAY,SWMO101,SW,1
8,HUNTINGT,Escalation,,,,,
,ON ,,,,,,
,"VENTURE, ",,,,,,
,HOUSTON ,,,,,,
,77099,,,,,,
10100377066,4110,Container ,NE_Overdue,FRIDAY,NEFR113,NE,1
3,"LUCILLE, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100377440,2914,New Resident ,NE_Overdue,FRIDAY,NEFR113,NE,1
0,"ARKANSAS, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100377195,3822,Container ,NE_Overdue,FRIDAY,NEFR113,NE,1
5,"RANCH, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100392362,"3719 LILA, ",Missed Heavy ,NE_Overdue,FRIDAY,NEFR113,NE,1
6,HOUSTON ,Trash Pickup,,,,,
,77026,,,,,,
10100340129,12507,Property ,SE_Overdue,THURSDAY,SETH113A,SE,1
6,"RAVENA, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77089,,,,,,
10100392779,12526,Missed ,SE_Overdue,THURSDAY,SETH113A,SE,1
6,ADIRONDAC,Garbage ,,,,,
,"K, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77089,,,,,,
10100391951,12530,Missed Heavy ,SE_Overdue,THURSDAY,SETH113A,SE,1
3,ADIRONDAC,Trash Pickup,,,,,
,"K, ",,,,,,
,HOUSTON ,,,,,,
,77089,,,,,,
10100392696,12307,Missed ,SE_Overdue,THURSDAY,SETH113A,SE,1
9,AMSTERDA,Garbage ,,,,,
,"M, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77089,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100392742,12002,Missed ,SE_Overdue,THURSDAY,SETH113A,SE,1
0,"RYEWATER, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77089,,,,,,
10100393078,1118,Container ,NW_Not_Ove,MONDAY,NWMO122,NW,1
4,CALIFORNI,Problem,rdue,,,,
,"A, ",,,,,,
,HOUSTON ,,,,,,
,77006,,,,,,
10100393191,1217 B W ,Container ,NW_Not_Ove,MONDAY,NWMO122,NW,1
8,"DREW, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77006,,,,,,
10100346989,15727,New Resident ,SE_Overdue,THURSDAY,SETH106B,SE,1
5,PIPERS ,Container,,,,,
,"VIEW, ",,,,,,
,HOUSTON ,,,,,,
,TX 77598,,,,,,
10100346989,15727,New Resident ,SE_Overdue,THURSDAY,SETH106B,SE,1
0,PIPERS ,Container,,,,,
,"VIEW, ",,,,,,
,HOUSTON ,,,,,,
,TX 77598,,,,,,
10100390790,455,Missed Heavy ,SE_Overdue,THURSDAY,SETH106B,SE,1
3,"TRESVANT, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77598,,,,,,
10100392848,15239,Missed ,SE_Overdue,THURSDAY,SETH106B,SE,1
3,STRADBROO,Garbage ,,,,,
,"K, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77062,,,,,,
10100392805,11411,Missed Heavy ,SE_Not_Over,THURSDAY,SETH102A,SE,1
6,"KIRKWYN, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77089,,,,,,
10100390830,10802,Dumpster ,SE_Overdue,THURSDAY,SETH104A,SE,1
3,KINGSPOIN,Complaint,,,,,
,"T, ",,,,,,
,HOUSTON ,,,,,,
,77089,,,,,,
10100392828,11023,Missed ,SE_Overdue,THURSDAY,SETH109A,SE,1
2,"SAGELEAF, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77089,,,,,,
10100390470,14203,Add A Can ,SE_Not_Over,THURSDAY,SETH103B,SE,1
1,REDBUD ,CANCELLAT,due,,,,
,"VALLEY, ",ION,,,,,
,HOUSTON ,,,,,,
,77062,,,,,,
10100392604,14215 MISTY ,Missed Heavy ,SE_Not_Over,THURSDAY,SETH103B,SE,1
5,"KNOLL, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77062,,,,,,
10100390653,1242 INDIAN ,Recycling ,SE_Overdue,THURSDAY,SETH103B,SE,1
8,"AUTUMN, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77062,,,,,,
10100392647,1800 W ,Missed Heavy ,NW_Not_Ove,MONDAY,NWMO124,NW,1
3,"WEBSTER, ",Trash Pickup,rdue,,,,
,HOUSTON ,,,,,,
,77019,,,,,,
10100392919,"1809 TAFT, ",New Resident ,NW_Not_Ove,MONDAY,NWMO124,NW,1
8,HOUSTON ,Container,rdue,,,,
,77019,,,,,,
10100392967,3106,Trash ,NW_Not_Ove,MONDAY,NWMO124,NW,1
2,"HELENA, ",Dumping or ,rdue,,,,
,HOUSTON ,Illegal ,,,,,
,77006,Dumpsite,,,,,
10100393085,Intersection ,Dead Animal ,NW_Not_Ove,MONDAY,NWMO124,NW,1
7,1100,Collection,rdue,,,,
,JACKSON ,,,,,,
,BLVD&2300 ,,,,,,
,MONTROSE ,,,,,,
,BLVD,,,,,,
10100392919,2207,Missed ,NW_Not_Ove,TUESDAY,NWTU106,NW,1
3,"LIBBEY, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77018,,,,,,
10100393079,"2009 EBONY, ",Missed ,NW_Not_Ove,TUESDAY,NWTU106,NW,1
6,HOUSTON ,Garbage ,rdue,,,,
,77018,Pickup,,,,,
10100393164,1810,Add A Can,NW_Not_Ove,TUESDAY,NWTU106,NW,1
2,CHIPPENDA,,rdue,,,,
,"LE, ",,,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100393222,2206 NINA ,Missed ,NW_Not_Ove,TUESDAY,NWTU106,NW,1
7,"LEE, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77018,,,,,,
10100392989,"413 W 24TH, ",Container ,NW_Not_Ove,THURSDAY,NWTH113,NW,1
3,HOUSTON ,Problem,rdue,,,,
,77008,,,,,,
10100392824,10615,Missed ,SE_Overdue,THURSDAY,SETH101A,SE,1
5,"MANGO, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77089,,,,,,
10100392736,9751 SANTA ,Missed ,SE_Overdue,THURSDAY,SETH101A,SE,1
9,"MONICA, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77089,,,,,,
10100393063,"233 N YORK, ",Container ,SE_Not_Over,MONDAY,SEMO102,SE,1
2,HOUSTON ,Problem,due,,,,
,77003,,,,,,
10100392944,4310,Container ,NW_Not_Ove,MONDAY,NWMO117,NW,1
8,"GREELEY, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77006,,,,,,
10100392950,717 W ,Container ,NW_Not_Ove,MONDAY,NWMO117,NW,1
7,"ALABAMA, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77006,,,,,,
10100393080,4003,Missed Yard ,NW_Not_Ove,MONDAY,NWMO117,NW,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
6,"GARROTT, ",Waste Pickup,rdue,,,,
,HOUSTON ,,,,,,
,77006,,,,,,
10100392739,1020 A W ,Recycling ,NW_Not_Ove,THURSDAY,NWTH112,NW,1
9,"22ND, ",Cart Repair ,rdue,,,,
,HOUSTON ,or Replace,,,,,
,77008,,,,,,
10100392924,"844 W 20TH, ",Recycling ,NW_Not_Ove,THURSDAY,NWTH112,NW,1
5,HOUSTON ,Cart Repair ,rdue,,,,
,77008,or Replace,,,,,
10100393006,1047 W ,Container ,NW_Not_Ove,THURSDAY,NWTH112,NW,1
6,"17TH, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77008,,,,,,
10100393073,1051 W ,New Resident ,NW_Not_Ove,THURSDAY,NWTH112,NW,1
9,"17TH, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77008,,,,,,
10100393273,933 A W ,Recycling ,NW_Not_Ove,THURSDAY,NWTH112,NW,1
3,"22ND, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77008,,,,,,
10100388551,9246,Missed Heavy ,NW_Overdue,FRIDAY,NWFR120,NW,1
7,ROCKHURS,Trash Pickup,,,,,
,"T, ",,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100392821,"4114 ARUBA, ",Container ,NW_Not_Ove,FRIDAY,NWFR120,NW,1
3,HOUSTON ,Problem,rdue,,,,
,77080,,,,,,
10100392894,8903,Missed ,NW_Not_Ove,FRIDAY,NWFR120,NW,1
8,"PITNER, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77080,,,,,,
10100388574,3210,Missed Heavy ,NW_Overdue,FRIDAY,NWFR120,NW,1
1,"TILSON, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100388632,3622,Missed Heavy ,NW_Overdue,FRIDAY,NWFR120,NW,1
5,"BLALOCK, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100388762,9274,Missed Heavy ,NW_Overdue,FRIDAY,NWFR120,NW,1
9,BLANKENS,Trash Pickup,,,,,
,"HIP, ",,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100392551,9009,Add A Can,NW_Not_Ove,MONDAY,NWMO113,NW,1
2,"WICKFORD, ",,rdue,,,,
,HOUSTON ,,,,,,
,77024,,,,,,
10100374426,"914 GREGS, ",Container ,NE_Overdue,TUESDAY,NETU108,NE,1
1,HOUSTON ,Problem,,,,,
,TX 77336,,,,,,
10100393147,"739 PAS, ",New Resident ,NE_Not_Over,TUESDAY,NETU108,NE,1
3,HOUSTON ,Container,due,,,,
,77336,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100377864,"751 BARRYS, ",Container ,NE_Overdue,TUESDAY,NETU108,NE,1
0,HOUSTON ,Problem,,,,,
,TX 77336,,,,,,
10100392625,1542,Container ,SE_Not_Over,THURSDAY,SETH102B,SE,1
9,HILLSIDE ,Problem,due,,,,
,"ELM, ",,,,,,
,HOUSTON ,,,,,,
,77062,,,,,,
10100389148,1239,Recycling ,SE_Overdue,THURSDAY,SETH102B,SE,1
8,BERKELEY ,Cart Repair ,,,,,
,"LAKE, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77062,,,,,,
10100393128,1105,Container ,NW_Not_Ove,TUESDAY,NWTU111,NW,1
6,"MARTIN, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100390813,2235,Recycling ,SW_Overdue,THURSDAY,SWTH120,SW,1
9,BROOKELA,Cart Repair ,,,,,
,ND ,or Replace,,,,,
,"MEADOW, ",,,,,,
,HOUSTON ,,,,,,
,77489,,,,,,
10100393239,428,Missed ,NW_Not_Ove,MONDAY,NWMO119,NW,1
5,HAWTHORN,Garbage ,rdue,,,,
,"E, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77006,,,,,,
10100392643,6134 CHEVY ,Recycling ,NW_Not_Ove,MONDAY,NWMO105,NW,1
5,"CHASE, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77057,,,,,,
10100392989,2526,Container ,NW_Not_Ove,MONDAY,NWMO105,NW,1
7,"POTOMAC, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77057,,,,,,
10100392404,6416,Recycling ,NW_Not_Ove,MONDAY,NWMO110,NW,1
9,"TAGGART, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77007,,,,,,
10100393091,6207,Recycling ,NW_Not_Ove,MONDAY,NWMO110,NW,1
2,"RODRIGO, ",Cart Repair ,rdue,,,,
,HOUSTON ,or Replace,,,,,
,77007,,,,,,
10100390837,1422 EL ,Recycling ,SE_Overdue,THURSDAY,SETH110B,SE,1
6,"DORADO, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77062,,,,,,
10100392881,1334,New Resident ,NW_Not_Ove,TUESDAY,NWTU108,NW,1
2,CHAMBOAR,Container,rdue,,,,
,"D, ",,,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100392881,1334,Recycling ,NW_Not_Ove,TUESDAY,NWTU108,NW,1
3,CHAMBOAR,Participation ,rdue,,,,
,"D, ",NEW,,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77018,,,,,,
10100393136,1313,Container ,NW_Not_Ove,TUESDAY,NWTU108,NW,1
8,"MARTIN, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100393152,4355,Missed ,NW_Not_Ove,TUESDAY,NWTU108,NW,1
8,"ROSSLYN, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77018,,,,,,
10100393282,1321,Missed Yard ,NW_Not_Ove,TUESDAY,NWTU108,NW,1
0,CHAMBOAR,Waste Pickup,rdue,,,,
,"D, ",,,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100393135,5827,Dead Animal ,SW_Not_Ove,TUESDAY,SWTU107,SW,1
8,HORNWOOD,Collection,rdue,,,,
,", HOUSTON ",,,,,,
,77081,,,,,,
10100392916,119,New Resident ,NW_Not_Ove,MONDAY,NWMO109,NW,1
5,"ARNOLD, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100392916,119,Recycling ,NW_Not_Ove,MONDAY,NWMO109,NW,1
6,"ARNOLD, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77007,,,,,,
10100393241,5432,Missed ,NW_Not_Ove,MONDAY,NWMO109,NW,1
7,"VENICE, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77007,,,,,,
10100392707,10031,Container ,SE_Not_Over,THURSDAY,SETH118,SE,1
9,"TOLMAN, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
10100392964,10303,Container ,SE_Not_Over,THURSDAY,SETH118,SE,1
2,"KITTRELL, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
10100389141,518,Recycling ,SE_Overdue,THURSDAY,SETH118,SE,1
0,"ARVANA, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77034,,,,,,
10100390683,"1913 PECH, ",Add A Can,NW_Overdue,FRIDAY,NWFR113,NW,1
3,HOUSTON ,,,,,,
,77055,,,,,,
10100392830,5514 A ,Recycling ,NW_Not_Ove,THURSDAY,NWTH109,NW,1
6,"PETTY, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77007,,,,,,
10100392847,10818,Recycling ,SE_Not_Over,THURSDAY,SETH106A,SE,1
3,"HARTSOOK, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77034,,,,,,
10100390783,8314,Missed Heavy ,SE_Overdue,THURSDAY,SETH106A,SE,1
1,"TARBELL, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100393243,12414,Container ,SE_Not_Over,THURSDAY,SETH112A,SE,1
3,"CORNING, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77089,,,,,,
10100338851,12414,Property ,SE_Overdue,THURSDAY,SETH112A,SE,1
6,"CORNING, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77089,,,,,,
10100339446,12135,Property ,SE_Overdue,THURSDAY,SETH112A,SE,1
8,SAGEDOWN,Damage,,,,,
,"E, ",,,,,,
,HOUSTON ,,,,,,
,TX 77089,,,,,,
10100393280,11010,Recycling ,SE_Not_Over,THURSDAY,SETH122,SE,1
9,GREAT ,Cart Repair ,due,,,,
,"HAWK, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77075,,,,,,
10100393019,912 B W ,New Resident ,NW_Not_Ove,TUESDAY,NWTU110,NW,1
6,"35TH, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100393115,946,Container ,NW_Not_Ove,TUESDAY,NWTU110,NW,1
3,"ALTHEA, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100393127,"971 W 42ND, ",Container ,NW_Not_Ove,TUESDAY,NWTU110,NW,1
5,HOUSTON ,Problem,rdue,,,,
,77018,,,,,,
10100393184,"4009 ALBA, ",Missed ,NW_Not_Ove,TUESDAY,NWTU110,NW,1
1,HOUSTON ,Garbage ,rdue,,,,
,77018,Pickup,,,,,
10100392326,"4522 EIGEL, ",Recycling ,NW_Not_Ove,MONDAY,NWMO111,NW,1
6,HOUSTON ,Participation ,rdue,,,,
,77007,NEW,,,,,
10100392353,1502,Recycling ,NW_Not_Ove,MONDAY,NWMO111,NW,1
7,"MALONE, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77007,,,,,,
10100393105,1400,Recycling ,NW_Not_Ove,MONDAY,NWMO111,NW,1
4,"ASBURY, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77007,,,,,,
10100393158,4326,SWM ,NW_Not_Ove,MONDAY,NWMO111,NW,1
7,"SPENCER, ",Escalation,rdue,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100390898,4326,Missed Heavy ,NW_Overdue,MONDAY,NWMO111,NW,1
3,"SPENCER, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100392451,"1310 GUESE, ",Container ,NW_Not_Ove,THURSDAY,NWTH107,NW,1
3,HOUSTON ,Problem,rdue,,,,
,77008,,,,,,
10100392722,7201,Add A Can ,NW_Not_Ove,THURSDAY,NWTH107,NW,1
3,"WYNNPARK, ",CANCELLAT,rdue,,,,
,HOUSTON ,ION,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77008,,,,,,
10100377615,11610,New Resident ,NE_Overdue,TUESDAY,NETU101,NE,1
5,SPOTTSWO,Container,,,,,
,"OD, ",,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100374698,6511 SANDY ,New Resident ,NE_Overdue,TUESDAY,NETU101,NE,1
7,"OAKS, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77050,,,,,,
10100378504,6201,New Resident ,NE_Overdue,TUESDAY,NETU101,NE,1
4,ROUGHLOC,Container,,,,,
,"K, ",,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100390896,1330,Add A Can,SE_Overdue,THURSDAY,SETH119,SE,1
3,"SHAWNEE, ",,,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
10100393178,1102,Container ,SE_Not_Over,THURSDAY,SETH119,SE,1
0,"SHAWNEE, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
10100392789,"339 GILPIN, ",Missed ,SE_Overdue,THURSDAY,SETH117,SE,1
9,HOUSTON ,Garbage ,,,,,
,77034,Pickup,,,,,
10100392733,10019,Container ,NW_Not_Ove,FRIDAY,NWFR105,NW,1
6,"ALFRED, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100392857,9943,Container ,NW_Not_Ove,FRIDAY,NWFR105,NW,1
7,"ALGIERS, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100388551,10111,Missed Heavy ,NW_Overdue,FRIDAY,NWFR105,NW,1
3,"TALLEY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100388772,10028,Missed Heavy ,NW_Overdue,FRIDAY,NWFR105,NW,1
2,"TANNER, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100393092,95 E ,Dumpster ,NE_Overdue,MONDAY,NEMO107,NE,1
8,CROSSTIMB,Complaint,,,,,
,"ERS, ",,,,,,
,HOUSTON ,,,,,,
,77022,,,,,,
10100373356,7138,Container ,NE_Overdue,MONDAY,NEMO107,NE,1
0,"APPLETON, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77022,,,,,,
10100373668,417,Container ,NE_Overdue,MONDAY,NEMO107,NE,1
0,"PLYMOUTH, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77022,,,,,,
10100377082,6813,Container ,NE_Overdue,MONDAY,NEMO107,NE,1
6,"APPLETON, ",Problem,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,TX 77022,,,,,,
10100392383,5035,New Resident ,NW_Not_Ove,THURSDAY,NWTH103,NW,1
4,CREEKMON,Container,rdue,,,,
,"T, ",,,,,,
,HOUSTON ,,,,,,
,77091,,,,,,
10100392782,4514 NINA ,Recycling ,NW_Not_Ove,THURSDAY,NWTH103,NW,1
9,"LEE, ",Cart Repair ,rdue,,,,
,HOUSTON ,or Replace,,,,,
,77092,,,,,,
10100377266,8409,New Resident ,NE_Overdue,THURSDAY,NETH115,NE,1
6,HOMEWOO,Container,,,,,
,"D, ",,,,,,
,HOUSTON ,,,,,,
,TX 77028,,,,,,
10100392538,9635 OAK ,Trash ,NW_Not_Ove,FRIDAY,NWFR102,NW,1
8,"THICKET, ",Dumping or ,rdue,,,,
,HOUSTON ,Illegal ,,,,,
,77040,Dumpsite,,,,,
393970-,9635 OAK ,Trash ,NW_Not_Ove,FRIDAY,NWFR102,NW,1
10100392541,"THICKET, ",Dumping or ,rdue,,,,
0,HOUSTON ,Illegal ,,,,,
,77040,Dumpsite,,,,,
10100392403,5515,Container ,NW_Not_Ove,TUESDAY,NWTU120,NW,1
5,"TURFWOOD, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77088,,,,,,
10100392776,12109,Container ,SE_Not_Over,THURSDAY,SETH107A,SE,1
9,PALMBEAC,Problem,due,,,,
,"H, ",,,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
10100390643,12210,Missed Heavy ,SE_Overdue,THURSDAY,SETH107A,SE,1
2,"PALMWAY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77034,,,,,,
10100392732,12118,Missed ,SE_Overdue,THURSDAY,SETH107A,SE,1
1,"DUMAS, ",Garbage ,,,,,
,HOUSTON ,Pickup,,,,,
,77034,,,,,,
10100392365,5201,Dumpster ,NE_Not_Over,FRIDAY,NEFR105,NE,1
1,"MARKET, ",Complaint,due,,,,
,HOUSTON ,,,,,,
,77020,,,,,,
10100392461,3309,Recycling ,NE_Not_Over,FRIDAY,NEFR105,NE,1
7,"BARON, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77020,,,,,,
10100393001,"423 GREGG, ",Recycling ,NE_Not_Over,FRIDAY,NEFR105,NE,1
7,HOUSTON ,Participation ,due,,,,
,77020,NEW,,,,,
10100377205,"3452 CLINE, ",Container ,NE_Overdue,FRIDAY,NEFR105,NE,1
7,HOUSTON ,Problem,,,,,
,TX 77020,,,,,,
10100377766,"425 GREGG, ",New Resident ,NE_Overdue,FRIDAY,NEFR105,NE,1
5,HOUSTON ,Container,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,TX 77020,,,,,,
10100392560,,Recycling ,SE_Not_Over,THURSDAY,SETH109B,SE,1
7,,Participation ,due,,,,
,,NEW,,,,,
10100389083,1702,Recycling ,SE_Overdue,THURSDAY,SETH109B,SE,1
6,"FESTIVAL, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77062,,,,,,
10100390673,1963,Recycling ,SE_Overdue,THURSDAY,SETH109B,SE,1
5,"SEAKALE, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77062,,,,,,
10100392308,4207,Recycling ,NW_Not_Ove,MONDAY,NWMO108,NW,1
4,"DICKSON, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77007,,,,,,
10100393068,"4203 ALLEN, ",New Resident ,NW_Not_Ove,MONDAY,NWMO108,NW,1
5,HOUSTON ,Container,rdue,,,,
,77007,,,,,,
10100393116,4207,SWM ,NW_Not_Ove,MONDAY,NWMO108,NW,1
1,"DICKSON, ",Escalation,rdue,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100393117,"3910 FLOYD, ",Missed ,NW_Not_Ove,MONDAY,NWMO108,NW,1
2,HOUSTON ,Recycling ,rdue,,,,
,77007,Pickup,,,,,
10100393240,"2313 UNION, ",Container ,NW_Not_Ove,MONDAY,NWMO108,NW,1
7,HOUSTON ,Problem,rdue,,,,
,77007,,,,,,
10100393270,821,Recycling ,NW_Not_Ove,MONDAY,NWMO108,NW,1
7,LEVERKUH,Participation ,rdue,,,,
,"N, ",NEW,,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100392886,1413,Missed ,NW_Not_Ove,FRIDAY,NWFR124,NW,1
2,SOUTHWIC,Garbage ,rdue,,,,
,"K, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100392792,"610 W BELL, ",Container ,NW_Not_Ove,MONDAY,NWMO116,NW,1
8,HOUSTON ,Problem,rdue,,,,
,77019,,,,,,
10100393139,"6500 UTAH, ",Missed ,NW_Not_Ove,TUESDAY,NWTU112,NW,1
2,HOUSTON ,Garbage ,rdue,,,,
,77091,Pickup,,,,,
10100393271,837,Container ,NW_Not_Ove,TUESDAY,NWTU112,NW,1
9,"DAVIDSON, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77091,,,,,,
10100390917,820 PAUL ,Add A Can,NW_Overdue,TUESDAY,NWTU112,NW,1
8,"QUINN, ",,,,,,
,HOUSTON ,,,,,,
,77091,,,,,,
10100392704,10226,Container ,NW_Not_Ove,FRIDAY,NWFR106,NW,1
4,"GENARD, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100392849,4502,Container ,NW_Not_Ove,FRIDAY,NWFR106,NW,1
7,"STANFORD, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100388877,5003,Missed Heavy ,NW_Overdue,FRIDAY,NWFR106,NW,1
4,SHADOWDA,Trash Pickup,,,,,
,"LE, ",,,,,,
,HOUSTON ,,,,,,
,77041,,,,,,
10100393103,510,Container ,NW_Not_Ove,TUESDAY,NWTU114,NW,1
4,"PICKERING, ",Problem,rdue,,,,
